pathway_name,pathway_source,num_overlapping_genes,overlapping_genes,num_all_pathway_genes,P_genes,Q_genes,num_overlapping_metabolites,overlapping_metabolites,num_all_pathway_metabolites,P_metabolites,Q_metabolites,P_joint,Q_joint
Vitamin D Receptor Pathway,Wikipathways,3,DEFB4A;TREM1;IGFBP3,184 (184),0.12,1,0,,0 (1),1,1,0.12,1
p38 signaling mediated by MAPKAP kinases,PID,1,LSP1,21 (21),0.129,1,0,,0 (0),1,1,0.129,1
the co-stimulatory signal during t-cell activation,BioCarta,1,CD28,21 (21),0.129,1,0,,0 (0),1,1,0.129,1
Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,Reactome,1,CD28,21 (21),0.129,1,0,,0 (0),1,1,0.129,1
Transcriptional misregulation in cancer - Homo sapiens (human),KEGG,3,SPINT1;ZBTB17;IGFBP3,191 (192),0.13,1,0,,0 (0),1,1,0.13,1
hypoxia and p53 in the cardiovascular system,BioCarta,1,IGFBP3,22 (22),0.135,1,0,,0 (0),1,1,0.135,1
ras-independent pathway in nk cell-mediated cytotoxicity,BioCarta,1,CD28,22 (22),0.135,1,0,,0 (0),1,1,0.135,1
JAK STAT MolecularVariation 1,INOH,2,LEPR;OSMR,98 (98),0.135,1,0,,0 (0),1,1,0.135,1
induction of apoptosis through dr3 and dr4/5 death receptors,BioCarta,1,TNFRSF10A,23 (23),0.14,1,0,,0 (0),1,1,0.14,1
JAK-STAT-Core,Signalink,2,LEPR;OSMR,104 (104),0.149,1,0,,0 (0),1,1,0.149,1
Cancer immunotherapy by PD-1 blockade,Wikipathways,1,NFATC3,25 (25),0.152,1,0,,0 (0),1,1,0.152,1
C-MYC pathway,PID,1,ZBTB17,25 (25),0.152,1,0,,0 (0),1,1,0.152,1
TSH,NetPath,1,TSHB,26 (26),0.157,1,0,,0 (0),1,1,0.157,1
Wnt signaling network,PID,1,ATP6AP2,28 (28),0.168,1,0,,0 (0),1,1,0.168,1
The role of Nef in HIV-1 replication and disease pathogenesis,Reactome,1,CD28,28 (28),0.168,1,0,,0 (1),1,1,0.168,1
Neovascularisation processes,Wikipathways,1,CXCL12,29 (29),0.174,1,0,,0 (0),1,1,0.174,1
Selective expression of chemokine receptors during T-cell polarization,Wikipathways,1,CD28,29 (29),0.174,1,0,,0 (0),1,1,0.174,1
TNFs bind their physiological receptors,Reactome,1,TNFSF13,29 (29),0.174,1,0,,0 (0),1,1,0.174,1
Activation of Matrix Metalloproteinases,Reactome,1,CTSV,29 (29),0.174,1,0,,0 (0),1,1,0.174,1
Gastric Cancer Network 1,Wikipathways,1,S100P,29 (29),0.174,1,0,,0 (0),1,1,0.174,1
Extracellular vesicle-mediated signaling in recipient cells,Wikipathways,1,HGF,30 (30),0.179,1,0,,0 (0),1,1,0.179,1
Molecules associated with elastic fibres,Reactome,1,MFAP5,30 (30),0.179,1,0,,0 (1),1,1,0.179,1
Ovarian infertility,Wikipathways,1,SMPD1,31 (31),0.185,1,0,,0 (0),1,1,0.185,1
IL12 signaling mediated by STAT4,PID,1,CD28,31 (31),0.185,1,0,,0 (0),1,1,0.185,1
Biomarkers for urea cycle disorders,Wikipathways,0,,0 (0),1,1,1,HMDB00158,10 (22),0.186,1,0.186,1
Gastric Cancer Network 2,Wikipathways,1,CD48,32 (32),0.19,1,0,,0 (0),1,1,0.19,1
Resistin as a regulator of inflammation,Wikipathways,1,RETN,33 (33),0.195,1,0,,0 (0),1,1,0.195,1
Inflammatory Response Pathway,Wikipathways,1,CD28,33 (33),0.195,1,0,,0 (0),1,1,0.195,1
Metabolism overview,Wikipathways,0,,0 (0),1,1,3,HMDB00641;HMDB00191;HMDB00517,76 (114),0.199,1,0.199,1
Signaling of Hepatocyte Growth Factor Receptor,Wikipathways,1,HGF,34 (34),0.2,1,0,,0 (0),1,1,0.2,1
Elastic fibre formation,Reactome,1,MFAP5,35 (35),0.206,1,0,,0 (1),1,1,0.206,1
CRH,NetPath,1,CRH,35 (35),0.206,1,0,,0 (0),1,1,0.206,1
BCR,NetPath,2,TCL1A;NFATC3,129 (129),0.207,1,0,,0 (0),1,1,0.207,1
Photodynamic therapy-induced HIF-1 survival signaling,Wikipathways,1,IGFBP3,36 (36),0.211,1,0,,0 (0),1,1,0.211,1
Validated transcriptional targets of AP1 family members Fra1 and Fra2,PID,1,NFATC3,37 (37),0.216,1,0,,0 (0),1,1,0.216,1
Thyroid cancer - Homo sapiens (human),KEGG,1,RET,37 (37),0.216,1,0,,0 (0),1,1,0.216,1
Apoptotic cleavage of cellular proteins,Reactome,1,DSG3,38 (38),0.221,1,0,,0 (0),1,1,0.221,1
Various types of N-glycan biosynthesis - Homo sapiens (human),KEGG,1,B4GALT1,39 (39),0.226,1,0,,0 (31),1,1,0.226,1
Serine Metabolism,Wikipathways,0,,0 (0),1,1,1,HMDB10164,13 (27),0.235,1,0.235,1
FOXM1 transcription factor network,PID,1,NFATC3,42 (42),0.242,1,0,,0 (0),1,1,0.242,1
Non-integrin membrane-ECM interactions,Reactome,1,DDR1,42 (42),0.242,1,0,,0 (3),1,1,0.242,1
miRNA targets in ECM and membrane receptors,Wikipathways,1,ITGA11,43 (43),0.247,1,0,,0 (0),1,1,0.247,1
Syndecan-1-mediated signaling events,PID,1,HGF,43 (43),0.247,1,0,,0 (1),1,1,0.247,1
Tyrosine Metabolism,Wikipathways,0,,0 (0),1,1,1,HMDB00755,14 (17),0.25,1,0.25,1
Beta defensins,Reactome,1,DEFB4A,44 (44),0.251,1,0,,0 (0),1,1,0.251,1
FOXA2 and FOXA3 transcription factor networks,PID,1,AFP,45 (45),0.256,1,0,,0 (0),1,1,0.256,1
Aryl Hydrocarbon Receptor Netpath,Wikipathways,1,RET,46 (46),0.261,1,0,,0 (2),1,1,0.261,1
Cysteine and methionine catabolism,Wikipathways,0,,0 (0),1,1,1,HMDB00043,15 (39),0.266,1,0.266,1
Other types of O-glycan biosynthesis - Homo sapiens (human),KEGG,1,B4GALT1,47 (47),0.266,1,0,,0 (0),1,1,0.266,1
Validated transcriptional targets of deltaNp63 isoforms,PID,1,IGFBP3,47 (47),0.266,1,0,,0 (0),1,1,0.266,1
JAK-STAT signaling pathway - Homo sapiens (human),KEGG,2,LEPR;OSMR,162 (162),0.287,1,0,,0 (0),1,1,0.287,1
Apoptosis-related network due to altered Notch3 in ovarian cancer,Wikipathways,1,ERBB3,53 (53),0.295,1,0,,0 (0),1,1,0.295,1
Defensins,Reactome,1,DEFB4A,54 (54),0.299,1,0,,0 (2),1,1,0.299,1
Validated transcriptional targets of TAp63 isoforms,PID,1,IGFBP3,55 (55),0.304,1,0,,0 (0),1,1,0.304,1
SARS-CoV-2 innate immunity evasion and cell-specific immune response,Wikipathways,1,CXCL12,59 (60),0.322,1,0,,0 (0),1,1,0.322,1
Novel intracellular components of RIG-I-like receptor (RLR) pathway,Wikipathways,1,CXCL12,60 (60),0.326,1,0,,0 (0),1,1,0.326,1
Leptin,NetPath,1,LEPR,62 (62),0.335,1,0,,0 (0),1,1,0.335,1
Lung fibrosis,Wikipathways,1,HGF,64 (64),0.344,1,0,,0 (1),1,1,0.344,1
Nuclear Receptors Meta-Pathway,Wikipathways,3,ANGPTL4;HGF;S100P,317 (317),0.344,1,0,,0 (0),1,1,0.344,1
IL4-mediated signaling events,PID,1,TFF3,65 (65),0.348,1,0,,0 (0),1,1,0.348,1
Oncostatin M Signaling Pathway,Wikipathways,1,OSMR,65 (65),0.348,1,0,,0 (0),1,1,0.348,1
Thyroid stimulating hormone (TSH) signaling pathway,Wikipathways,1,TSHB,66 (66),0.353,1,0,,0 (0),1,1,0.353,1
Adherens junction - Homo sapiens (human),KEGG,1,NECTIN2,71 (71),0.374,1,0,,0 (0),1,1,0.374,1
IL6,NetPath,1,ERBB3,74 (74),0.386,1,0,,0 (0),1,1,0.386,1
Validated targets of C-MYC transcriptional repression,PID,1,ZBTB17,74 (74),0.386,1,0,,0 (0),1,1,0.386,1
Leptin signaling pathway,Wikipathways,1,LEPR,76 (76),0.394,1,0,,0 (0),1,1,0.394,1
Regulation of nuclear SMAD2/3 signaling,PID,1,ZBTB17,77 (77),0.398,1,0,,0 (0),1,1,0.398,1
Regulatory circuits of the STAT3 signaling pathway,Wikipathways,1,OSMR,78 (78),0.402,1,0,,0 (0),1,1,0.402,1
Antigen processing and presentation - Homo sapiens (human),KEGG,1,KIR3DL1,78 (78),0.402,1,0,,0 (0),1,1,0.402,1
p73 transcription factor network,PID,1,AFP,79 (79),0.406,1,0,,0 (0),1,1,0.406,1
Validated targets of C-MYC transcriptional activation,PID,1,KIR3DL1,87 (87),0.437,1,0,,0 (0),1,1,0.437,1
T-cell receptor (TCR) signaling pathway,Wikipathways,1,CD28,92 (92),0.455,1,0,,0 (0),1,1,0.455,1
Corticotropin-releasing hormone signaling pathway,Wikipathways,1,CRH,92 (92),0.455,1,0,,0 (0),1,1,0.455,1
TNFalpha,NetPath,2,ERBB3;ZBTB17,234 (234),0.455,1,0,,0 (0),1,1,0.455,1
Staphylococcus aureus infection - Homo sapiens (human),KEGG,1,DEFB4A,94 (96),0.462,1,0,,0 (2),1,1,0.462,1
IL-17 signaling pathway - Homo sapiens (human),KEGG,1,DEFB4A,94 (94),0.462,1,0,,0 (0),1,1,0.462,1
B Cell Receptor Signaling Pathway,Wikipathways,1,NFATC3,98 (98),0.476,1,0,,0 (0),1,1,0.476,1
Integrin-mediated Cell Adhesion,Wikipathways,1,ITGA11,101 (101),0.486,1,0,,0 (0),1,1,0.486,1
Neural Crest Differentiation,Wikipathways,1,PRTG,101 (101),0.486,1,0,,0 (0),1,1,0.486,1
Genes related to primary cilium development (based on CRISPR),Wikipathways,1,TXNDC15,103 (103),0.493,1,0,,0 (0),1,1,0.493,1
EGF-Core,Signalink,1,ERBB3,105 (105),0.5,1,0,,0 (0),1,1,0.5,1
Hippo-Merlin Signaling Dysregulation,Wikipathways,1,ITGA11,120 (120),0.547,1,0,,0 (0),1,1,0.547,1
Cell cycle,Wikipathways,1,ZBTB17,120 (120),0.547,1,0,,0 (0),1,1,0.547,1
Cell cycle - Homo sapiens (human),KEGG,1,ZBTB17,124 (124),0.559,1,0,,0 (0),1,1,0.559,1
Ebola Virus Pathway on Host,Wikipathways,1,ASGR1,130 (130),0.576,1,0,,0 (0),1,1,0.576,1
Adipogenesis,Wikipathways,1,RETN,131 (131),0.579,1,0,,0 (0),1,1,0.579,1
AndrogenReceptor,NetPath,1,DDC,142 (142),0.609,1,0,,0 (0),1,1,0.609,1
NRF2 pathway,Wikipathways,1,HGF,143 (143),0.611,1,0,,0 (1),1,1,0.611,1
Regulation of toll-like receptor signaling pathway,Wikipathways,1,TREM1,145 (145),0.616,1,0,,0 (2),1,1,0.616,1
Non-alcoholic fatty liver disease - Homo sapiens (human),KEGG,1,LEPR,150 (150),0.629,1,0,,0 (2),1,1,0.629,1
Nonalcoholic fatty liver disease,Wikipathways,1,LEPR,155 (155),0.641,1,0,,0 (4),1,1,0.641,1
Hippo signaling pathway - Homo sapiens (human),KEGG,1,AFP,157 (157),0.646,1,0,,0 (0),1,1,0.646,1
Metapathway biotransformation Phase I and II,Wikipathways,1,HS6ST1,186 (186),0.708,1,0,,0 (0),1,1,0.708,1
VEGFA-VEGFR2 Signaling Pathway,Wikipathways,2,PGF;IGFBP3,433 (433),0.781,1,0,,0 (0),1,1,0.781,1
TCR,NetPath,1,CD28,243 (244),0.8,1,0,,0 (0),1,1,0.8,1
EGFR1,NetPath,2,CRIM1;ERBB3,454 (455),0.803,1,0,,0 (0),1,1,0.803,1
IL-18 signaling pathway,Wikipathways,1,GRN,274 (274),0.838,1,0,,0 (0),1,1,0.838,1
MicroRNAs in cancer - Homo sapiens (human),KEGG,1,ERBB3,310 (310),0.873,1,0,,0 (0),1,1,0.873,1
